path,family,size,sha256,technical,status,evidence
gfx/extra3.gif,graphics,576,0cf844af69664f9d14173e7a9fe89ba1e518d076d0aa67d025890119330ae9ce,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/font.gif,graphics,8967,64eb46167e6ca672b83d7dd9aaae1380e6284580a2638ea4d9741cacfe158b28,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/heavy.gif,graphics,134,55c560329729aff114ee9187a29f7c3a42d3209f7f899a743e8c7e2d47ad64ff,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/heavyback.gif,graphics,1108,ba6db0e8803dabef4ad285efb47d837e22932009c57dba69b39383b377722faa,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/heavybackk.gif,graphics,1020,02e17aa9309228ea92237750121c19e39cd67667293603c15a36de4959160189,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/highmoon.png,graphics,1920,1038df9dd0240624d3b40e103bef255d0d157de6bd8c86b07a02c3b93eb73e57,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/hole.gif,graphics,84,7feab4cb8425a984361944cf456515c4476d9385af6cad57e884e2c26d1733c8,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/jupiter.gif,graphics,11354,96ec454f42d41bc14c2c06bc55d873e27b9b3cd9a40e52141f47814761e4e7cb,GIF/PNG bitmap asset,QUARANTINE_HIGH_PROVENANCE_PRIORITY,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found; photographic/texture-like planetary imagery warrants source tracing
gfx/mars.gif,graphics,6202,277c4170ae4f6a50c93ecf7d9297b24e4daef6e5083b27d28c5a01f681ed2307,GIF/PNG bitmap asset,QUARANTINE_HIGH_PROVENANCE_PRIORITY,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found; photographic/texture-like planetary imagery warrants source tracing
gfx/moon.gif,graphics,1077,79e842e333f7537d506884b0c13dfd271c18d010b09ad49331aa8cd0783b587c,GIF/PNG bitmap asset,QUARANTINE_HIGH_PROVENANCE_PRIORITY,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found; photographic/texture-like planetary imagery warrants source tracing
gfx/moon_mask.gif,graphics,103,ef3dc1b9e9a7585ade319ff4996a4a1bf9186005b86f549012a6351006a3f942,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/saturn.gif,graphics,6277,0d2b35efebe914e04b0b26c30096fa059b49f57cd3a898da58353e23a31c1f60,GIF/PNG bitmap asset,QUARANTINE_HIGH_PROVENANCE_PRIORITY,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found; photographic/texture-like planetary imagery warrants source tracing
gfx/shoot.gif,graphics,307,99e3af0cf5e41900be1b45a47ba69c4c80c16a7efa098adc41b3cdadff810aee,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/shootback.gif,graphics,1006,24f06c3a584c46bd732f7b5139ab9931fa56c5da6c71f48e2d174958d9c72e20,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/shootbackk.gif,graphics,555,743e46f30c8611e4291724822561c3cf3220b217e736150aa375aaf54b8d45d9,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/stone.gif,graphics,269,cc3dfe63d82045caf62dfdb9f886a81f93cee9fa2d71657fdfe9001791aef2f8,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/stone_mask.gif,graphics,56,87246cfbe8f113e0f46603badfadb6cead08dd6cf2aa7ab5317ddfd2231a4fb1,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/ufoblue.gif,graphics,49508,ec43ec8a91a0810a5202d56c21212b63daddf08e1d6148244f7d8a813562f493,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/ufored.gif,graphics,48580,1e6e3d1cdd99a16a635237ce2f3358387b772bc8a19130d829d82c4d88ede04e,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
gfx/venus.gif,graphics,5008,b740474417b19144fda5085c50b8dfa4b0e65d4e6959aea7503309a412495bc9,GIF/PNG bitmap asset,QUARANTINE_HIGH_PROVENANCE_PRIORITY,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found; photographic/texture-like planetary imagery warrants source tracing
icon.png,graphics,5898,b1d8877083126ba369a063e74cb39ef49f2ba27be0ddb5256d0a6592e7e34c13,GIF/PNG bitmap asset,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive under project-wide GPL statement; no per-file author/source/license metadata found
snd/applause.wav,audio,45258,67e7a54588525edfa3b0fcf285b5eb2c4e635acc1f552a24e626409897b0d32b,1ch 8-bit 11025Hz 45214 frames,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive; no per-file author/license metadata found
snd/click.wav,audio,3056,fd295372e36ae78c589bb3e26615f67bb02df179d62e612630f4e9d319c6101a,1ch 16-bit 22050Hz 1505 frames,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive; no per-file author/license metadata found
snd/curve.wav,audio,134704,a39ff239d835f8abe9c5487a5c2fb0c0fef9239c86652618eedeeeb87fbffbf1,1ch 16-bit 22050Hz 67308 frames,QUARANTINE_PENDING_HISTORICAL_LICENSE_CHAIN,strong lineage with OpenOffice/LibreOffice gallery sound of same name; local PCM comparison supports same source family
snd/explosion.wav,audio,23788,8a088b471dfef09c7f1f1c021b30b1c7b8c5df7013ae6550111c65f7fc6b3195,1ch 8-bit 11025Hz 23744 frames,QUARANTINE_UNVERIFIED_PROVENANCE,included in upstream archive; no per-file author/license metadata found
snd/kling.wav,audio,23210,a5a7aad003f407fb515695ec929908935c6b14f117048b39d911c90ba99c3a6c,1ch 8-bit 11025Hz 23166 frames,QUARANTINE_PENDING_HISTORICAL_LICENSE_CHAIN,strong lineage with OpenOffice/LibreOffice gallery sound of same name; local PCM comparison supports same source family
snd/laser.wav,audio,8452,6d5972cc6175cf9682ce3b55c9c1d4d89149443f536e0e3246b30aa2f21d6fda,1ch 16-bit 22050Hz 4182 frames,QUARANTINE_PENDING_HISTORICAL_LICENSE_CHAIN,strong lineage with OpenOffice/LibreOffice gallery sound of same name; local PCM comparison supports same source family
snd/pluck.wav,audio,14278,edb26ac2b837c4524244b2ad722990e8796c4aa263d21089824c7788cb6ffb5c,1ch 8-bit 11025Hz 14233 frames,QUARANTINE_PENDING_HISTORICAL_LICENSE_CHAIN,strong lineage with OpenOffice/LibreOffice gallery sound of same name; local PCM comparison supports same source family
snd/strom.wav,audio,42576,b2da7860fb88961d97f8f3a18fdd6c5f7c0c921bd838cc7ac2f329674cd3fff2,1ch 8-bit 11025Hz 42531 frames,QUARANTINE_PENDING_HISTORICAL_LICENSE_CHAIN,strong lineage with OpenOffice/LibreOffice gallery sound of same name; local PCM comparison supports same source family
